Name,Date,La,Lo,Place,Notes
Joan Jonas,1982,-33.867487,151.20699,4th Sydney Biennale,
Joan Jonas,1983,60.169845,24.938551,"Ars 83, Ateneum Helsinki",
Joan Jonas,1983,-37.814107,144.96328,Australian National Gallery,
Joan Jonas,1987,51.312711,9.479746,Documenta 8,
Joan Jonas,1989,52.370216,4.895168,De Appel,
Joan Jonas,1989,48.113475,-1.675708,Festival €lectronique,
Joan Jonas,1990,48.856614,2.352222,Videotheque de Paris,
Joan Jonas,1992,40.773565,-73.956555,Pat Hearn Gallery,
Joan Jonas,1992,48.856614,2.352222,Galerie Tugny Lamarre,
Joan Jonas,2000,40.714353,-74.005973,Dia Center for the Arts,
Joan Jonas,2000,40.714353,-74.005973,Whitney Museum of American Art,
Bruce Nauman,1966,34.052234,-118.243685,Nicholas Wilder Gallery,
Bruce Nauman,1968,40.714353,-74.005973,Leo Castelli Gallery,"""Bruce Nauman"""
Bruce Nauman,1968,51.227741,6.773456,Galerie Konrad Fischer,"""6 Day Week: 6 Sound Problems,"""
Bruce Nauman,1972,34.052234,-118.243685,_Los Angeles County Museum of Art,"""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1973,40.714353,-74.005973,Whitney Museum of American Art,"""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1973,51.227741,6.773456,Kunsthalle Bern,"""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1973,51.441642,5.469723,Stedelijk van Abbemuseum,"""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1973,45.465454,9.186516,Palazzo Reale,"""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1974,29.760193,-95.36939,"Contemporary Arts Museum,","""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1974,37.77493,-122.419415,San Francisco Museum of Art,"""Bruce Nauman: Work from 1965 to 1972"""
Bruce Nauman,1981,52.099637,5.773453,Rijksmuseum Kr_ller-Môller,"""Bruce Nauman, 1972-1981"""
Bruce Nauman,1981,48.76564,8.228524,Staatliche Kunsthalle,"""Bruce Nauman, 1972-1981"""
Bruce Nauman,1982,39.290385,-76.612189,The Baltimore Museum of Art,Bruce Nauman: Neons
Bruce Nauman,1983,51.338761,6.585342,Museum Haus Esters,"""Bruce Nauman: Dream Passage, Stadium Piece, Musical Chairs-Drei neue Arbeiten"""
Bruce Nauman,1986,47.553759,7.591309,Kunsthalle Basel,"""Bruce Nauman"""
Bruce Nauman,1986,48.856614,2.352222,Musee d'Art Moderne de la Ville de Paris,"""Bruce Nauman"""
Bruce Nauman,1987,51.507335,-0.127683,Whitechapel Art Gallery,"""Bruce Nauman"""
Bruce Nauman,1987,47.557421,7.592573,Museum fôr Gegenwartskunst,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1987,48.542076,9.04693,Kunsthalle Tubingen,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,51.924216,4.481776,Museum Boijmans-van Beuningen,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,48.136607,11.577085,Badischer Kunstverein,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,53.551085,9.993682,Hamburger Kunsthalle,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,40.714353,-74.005973,New Museum of Contemporary Art,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,29.760193,-95.36939,Contemporary Arts Museum,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,34.052234,-118.243685,Museum of Contemporary Art,"""Bruce Nauman: Drawings/Zeichnungen, 1965-1986"""
Bruce Nauman,1988,37.871593,-122.272747,"University Art Museum, University of California, Berkeley","Bruce Nauman: Drawings/Zeichnungen, 1965-1986"
Bruce Nauman,1990,47.557421,7.592573,Museum fôr Gegenwartskunst,"""Bruce Nauman: Skulpturen und Installationen, 1985-1990"""
Bruce Nauman,1990,50.110922,8.682127,St_dtische Galerie,"""Bruce Nauman: Skulpturen und Installationen, 1985-1990"""
Bruce Nauman,1992,46.519962,6.633597,Mus_e Cantonal des Beaux-Arts,"""Bruce Nauman: Skulpturen und Installationen, 1985-1990"""
Bruce Nauman,1993,40.416775,-3.70379,Museo Nacional Centro de Arte Reina Sofia,"""Bruce Nauman"" (Retrospective)"
Bruce Nauman,1994,44.983334,-93.26667,The Walker Art Center,Bruce Nauman (Retrospective)
Bruce Nauman,1994,34.052234,-118.243685,Museum of Contemporary Art,Bruce Nauman (Retrospective)
Bruce Nauman,1994,38.895112,-77.036366,"Hirshhorn Museum and Sculpture Garden, Smithsonian Institution",Bruce Nauman (Retrospective)
Bruce Nauman,1995,40.714353,-74.005973,The Museum of Modern Art,Bruce Nauman (Retrospective)
Bruce Nauman,1995,47.36865,8.539183,Kunsthaus Zurich,Bruce Nauman (Retrospective)
Bruce Nauman,1997,52.42265,10.786546,Kunstmuseum,"""Bruce Nauman: Image/Text, 1966-1996,""_"
Bruce Nauman,1997,48.856614,2.352222,Centre Georges Pompidou,"""Bruce Nauman: Image/Text, 1966-1996""_"
Bruce Nauman,1998,51.507335,-0.127683,Hayward Gallery,"""Bruce Nauman: Image/Text, 1966-1996"""
Bruce Nauman,1998,60.169845,24.938551,Nykytaiteen museo/Museum of Contemporary Art Kiasma,"""Bruce Nauman: Image/Text, 1966-1996"""
Bruce Nauman,2000,48.208174,16.373819,Kunsthalle Wien Karlsplatz,"""Samuel Beckett/Bruce Nauman,"""
Bruce Nauman,2001,40.714353,-74.005973,_Zwirner & Wirth,"""Bruce Nauman, Selected Works,"""
Bruce Nauman,2002,40.714353,-74.005973,DIA Center for the Arts,"""Bruce Nauman, Mapping the Studio I (Fat Chance John Cage)"""
Bruce Nauman,2002,40.714353,-74.005973,Sperone Westwater,"""Bruce Nauman, Mapping the Studio II (Fat Chance John Cage)""_"
Bruce Nauman,2002,47.557421,7.592573,Museum fur Gegenwartskunst,"""Bruce Nauman, Mapping the Studio II (Fat Chance John Cage)"""
Bruce Nauman,2003,50.937531,6.960279,Ludwig Museum,"""Bruce Nauman, Mapping the Studio I (Fat Chance John Cage)"""
Bruce Nauman,2003,47.557421,7.592573,Museum fur Gegenwartskunst,"""Bruce Nauman, Mapping the Studio II (Fat Chance John Cage)"""
Bruce Nauman,2003,52.519171,13.406091,Deutsche Guggenheim,"""Bruce Nauman: Theaters of Experience"""
Bruce Nauman,2004,35.517491,-86.580447,Power House Memphis,"""Bruce Nauman: Setting a Good Corner (Allegory & Metaphor)""_"
Bruce Nauman,2004,37.566535,126.977969,_PKM Gallery,"""Bruce Nauman"""
Bruce Nauman,2004,51.507335,-0.127683,Tate Modern,"""Raw Materials: The Unilever Series: Bruce Nauman""_"
Bruce Nauman,2005,33.49417,-111.926052,Scottsdale Museum of Contemporary Art,"""Pay Attention: Bruce Nauman Videos from the Collection of Barbara Balkin Cottle and Robert Cottle""_"
Bruce Nauman,2005,-23.547398,-46.634735,Centro Cultural Banco do Brasil,"""Circuito Fechado: Filmes e videos de Bruce Nauman, 1967 - 2001"""
Bruce Nauman,2005,41.878114,-87.629798,_Donald Young Gallery,"""Bruce Nauman"""
Bruce Nauman,2006,53.408371,-2.991573,Tate Liverpool,"Bruce Nauman: Make Me Think Me"""
Bruce Nauman,2006,40.851775,14.268124,Museo d'Arte Donna Regina (MADRE),
Bruce Nauman,2006,40.714353,-74.005973,Craig F. Starr Gallery,"""Bruce Nauman: Information as Poetry,"""
Bruce Nauman,2006,51.227741,6.773456,Forum Kultur und Wirtschaft,"""Bruce Nauman: Mental Exercises"""
Bruce Nauman,2006,43.038903,-87.906474,Milwaukee Art Museum,"""Elusive Signs: Bruce Nauman Works with Light,"""
Bruce Nauman,2006,39.768583,-86.157956,Indianopolis Museum of Art,"""Elusive Signs: Bruce Nauman Works with Light"""
Bruce Nauman,2006,25.890095,-80.186714,Museum of Contemporary Art,"""Elusive Signs: Bruce Nauman Works with Light"""
Bruce Nauman,2007,47.60621,-122.332071,"Henry Art Gallery, University of Washington","""Elusive Signs: Bruce Nauman Works with Light"""
Bruce Nauman,2007,45.50867,-73.553992,Musee d'Art Contemporain,"""Elusive Signs: Bruce Nauman Works with Light"""
Bruce Nauman,2007,40.714353,-74.005973,Joni Moisant Weyl,"""Bruce Nauman: Soft Ground Etchings and Infrared Outtakes""_"
Bruce Nauman,2007,52.375892,9.73201,Kestner Gesellschaft,"""Bruce Nauman: One Hundred Fish Fountain,"""
Bruce Nauman,2008,-37.471308,144.785153,Australian Center for Contemporary Art,Elusive Signs: Bruce Nauman Works with Light
Bruce Nauman,2008,-27.472163,153.018678,Queensland Art Gallery,Elusive Signs: Bruce Nauman Works with Light
Bruce Nauman,2008,37.871593,-122.272747,"University of California, Berkeley Art Museum & Pacific Film Archive","""A Rose Has No Teeth: Bruce Nauman in the 1960s"""
Bruce Nauman,2008,45.062902,7.67849,"Castello di Rivoli Museo d""Arte Contemporanea","""A Rose Has No Teeth: Bruce Nauman in the 1960s"""
Bruce Nauman,2008,29.760193,-95.36939,_The Menil Collection,"""A Rose Has No Teeth: Bruce Nauman in the 1960s"""
Bruce Nauman,2008,40.714353,-74.005973,_Sperone Westwater,"""Bruce Nauman: Drawings for Installations"""
Bruce Nauman,2008,40.714353,-74.005973,Specific Object/ David Platzker,"""Bruce Nauman: Studies for Holograms"""
Bruce Nauman,2008,32.715329,-117.157255,Museum of Contemporary Art San Diego,"""Elusive Signs: Bruce Nauman Works with Light"" "
Bruce Nauman,2009,43.409537,-84.608202,Contemporary Art Museum_,"""Bruce Nauman: Dead Shot Dan,"""
Bruce Nauman,2009,40.714353,-74.005973,"Peter Freeman, Inc.","""Bruce Nauman: Diamond Mind Circle of Tears Fallen All Around Me (1975),"""
Bruce Nauman,2009,45.440847,12.315515,_United States Exhibition of the 53rd Venice Biennale,"""Bruce Nauman: Topological Gardens,""_"
Bruce Nauman,2009,34.147785,-118.144515,Armory Center for the Arts,"""Bruce Nauman, Untitled, 1969/2009,"""
Bruce Nauman,2009,40.714353,-74.005973,Craig F. Starr Gallery,"""Bruce Nauman: Drawings for Neons,"""
Bruce Nauman,2009,45.062902,7.67849,"_Galleria Zabert,","""Bruce Nauman: One Video and Works on paper"""
Bruce Nauman,2010,39.952335,-75.163789,Philadelphia Museum of Art,"""Notations / Bruce Nauman: Days and Giorni"""
Bruce Nauman,2010,52.519171,13.406091,Museum fôr Gegenwart,"""Bruce Nauman: Dream Passage,"""
Bruce Nauman,2010,40.714353,-74.005973,Museum of Modern Art,"""Bruce Nauman: Days,"""
Bruce Nauman,2010,40.714353,-74.005973,Sperone Westwater,"""Bruce Nauman: For Children/For Beginners,"" "
Bruce Nauman,2011,49.487459,8.46604,"_Mannheim, Germany","""Bruce Nauman: Der Wahre Kônstler,"""
Bruce Nauman,2011,52.519171,13.406091,Konrad Fischer Galerie Berlin,"""Bruce Nauman: Fôr Kinder / Beschriebene Kombinationen,"""
Bruce Nauman,2011,41.878114,-87.629798,Donald Young Gallery,"""Bruce Nauman: Combinations Described (Chicago),"""
Bruce Nauman,2012,40.416775,-3.70379,_Galeria La Caja Negra,"–Bruce Nauman: Infrared Outtakes, Soft Ground Etchings, and Crossbeams"""
Bruce Nauman,2012,51.507335,-0.127683,_White Cube,–Bruce Nauman: Inside the White Cube”
Bruce Nauman,2012,51.507335,-0.127683,_Institute of Contemporary Arts,–Bruce Nauman: Days”
